text,language
Hij wist dat het een slechte dag zou worden toen hij bergleeuwen door de straten zag zwerven,Nederlands
Hij besloot zijn verdwijning te faken om de gevangenis te vermijden,Nederlands
Hij eindigde met verbrande vingers door in het vuur van iemand anders te prikken,Nederlands
Ze had moeite om haar eigen gekke zelf te erkennen,Nederlands
Ze was te druk met altijd praten over wat ze wilde doen om daadwerkelijk iets te doen,Nederlands
Ze had die tint van gekte in haar ziel die haar deed geloven dat ze echt een verschil kon maken,Nederlands
Hij bleef zichzelf vertellen dat het op een dag allemaal op de een of andere manier zou gaan kloppen,Nederlands
Ze ging vooruit alleen omdat ze vertrouwde dat het einde waar ze nu doorheen ging gevolgd zou worden door een nieuw begin,Nederlands
Hoewel al haar vrienden positief waren dat Mary een zesde zintuig had wist ze dat ze eigenlijk een zevende zintuig had,Nederlands
Hij had een muur vol maskers zodat ze elke dag een ander gezicht kon dragen,Nederlands
De groep begreep snel dat gevaarlijk afval de meest effectieve barrière was om tegen de zombies te gebruiken,Nederlands
Er zijn dagen geweest dat ik wenste gescheiden te zijn van mijn lichaam maar vandaag was niet een van die dagen,Nederlands
Tot ieders verbazing gebeurde de Apocalyps gisteren maar het verliep niet helemaal zoals verwacht,Nederlands
De kogel doorboorde het raam en verpletterde het voordat het Danny's hoofd met slechts enkele millimeters miste,Nederlands
Het ingewikkelde schoolwerk liet de ouders die hun kinderen probeerden te helpen nogal verward achter,Nederlands
Te veel gevangenissen zijn vroege doodskisten geworden,Nederlands
De externe littekens vertellen slechts een deel van het verhaal,Nederlands
Opwinding verving angst tot het laatste moment,Nederlands
De versleten werkhandschoenen spreken van de vele uren hard werk die hij door zijn leven heen heeft doorstaan,Nederlands
De vleugels van de kolibrie vervaagden terwijl hij gretig de suikerwater uit de voederbak dronk,Nederlands
Poison Ivy groeide door het hek dat ondoordringbaar werd genoemd,Nederlands
Het kijken naar het ouderen softbalteam bracht herinneringen terug aan 3-jarigen die t-ball speelden,Nederlands
De tieners vroegen zich af wat er in de rode schuur aan de verre rand van het schoolterrein werd bewaard,Nederlands
Hij streeft ernaar om het beste gazon in de buurt te behouden,Nederlands
De spa-assistent bracht de dieptereinigingsmasker aan op de rug van de heer,Nederlands
De kleur van de dakpannen was iets waar het paar nog nooit over had gepraat,Nederlands
De zonnebrandcrème werd aan het meisje gegeven voordat de training begon maar de verbrande huid was bewijs dat ze het niet had aangebracht,Nederlands
Het virus had krachten waarvan niemand wist dat ze bestonden,Nederlands
Een rustig huis is fijn totdat je wordt opgedragen erin te blijven voor maanden,Nederlands
Naarmate de tijd verstreek veranderden simpele commando’s voor de hond in volledige alinea’s die uitlegden waarom de hond iets niet kon doen,Nederlands
Moeders besteden maanden van hun leven met wachten op hun kinderen,Nederlands
De teamleden waren moeilijk uit elkaar te houden omdat ze allemaal hun haar in een paardenstaart droegen,Nederlands
Ze leerde dat waterflessen niet alleen meer om vloeistof vast te houden zijn maar ook statussymbolen,Nederlands
Hun ruzie was over de parkeerplaats te horen,Nederlands
Richtingen geven dat de bergen naar het westen zijn werkt alleen als je ze kunt zien,Nederlands
Reizen werd bijna uitgestorven tijdens de pandemie,Nederlands
Het was duidelijk dat ze heet bezweet en moe was,Nederlands
De Grote Deen leek meer op een paard dan op een hond,Nederlands
Hij speelde het spel alsof zijn leven ervan afhing en de waarheid was dat dat ook zo was,Nederlands
Het is niet mogelijk om een aap te overtuigen je een banaan te geven door het hem oneindige bananen te beloven als hij sterft,Nederlands
Hij volgde een whiskeydieet en verloor meteen drie dagen,Nederlands
Hij keek naar de dansende varkentjes met panda-buiken in het zwembad,Nederlands
Martha kwam tot de conclusie dat shake weights een geweldig cadeau zijn voor elke gelegenheid,Nederlands
Ze had haar kinderen overtuigd dat elke paddenstoel die op de grond werd gevonden hen zou doden als ze die aanraakten,Nederlands
Terwijl ze over de straat liep en in de goot keek realiseerde ze zich dat mondmaskers de nieuwe sigarettenpeuken waren geworden,Nederlands
Mary realiseerde zich dat als haar rekenmachine een geschiedenis had deze beschamender zou zijn dan haar computerbrowsergeschiedenis,Nederlands
De boom viel onverwacht kort,Nederlands
Morgen zal iets nieuws brengen dus laat vandaag als een herinnering achter,Nederlands
Vandaag kleedde ik mijn eenhoorn ter voorbereiding op de race,Nederlands
Vandaag is de dag waarop ik eindelijk zal weten hoe baksteen smaakt,Nederlands
Vandaag verzamelden we mos voor de bruiloft van mijn oom,Nederlands
Vandaag hoorde ik iets nieuws en onvergetelijks,Nederlands
Vandaag arriveerde met een crash van mijn auto door de garagepoort,Nederlands
Hij vond regen fascinerend maar onaangenaam,Nederlands
Hij leek verwarrend perplex,Nederlands
Ze dacht dat er voldoende tijd zou zijn als ze haar horloge verstopte,Nederlands
Je zult de regenboogbrug zien nadat het katten en honden regent,Nederlands
Een dode eend vliegt niet achteruit,Nederlands
Ik dacht dat rood warmer zou voelen in de zomer maar ik had de evenaar niet in overweging genomen,Nederlands
Groen zou rustiger moeten ruiken maar op de een of andere manier smaakte het gewoon rot,Nederlands
Blauw klonk toen te koud en toch leek het te werken voor gin,Nederlands
Warme bier op een koude dag is niet mijn idee van plezier,Nederlands
Eerlijk gezegd vond ik het eerste seizoen niet zo leuk dus ik maakte me niet druk om het tweede,Nederlands
Het licht dat twee keer zo fel brandt brandt half zo lang,Nederlands
Ik vond hun eerste twee albums leuk maar veranderde van gedachten na dat liefdadigheidsoptreden,Nederlands
Ze verbeterden dramatisch nadat de leadzanger vertrok,Nederlands
Ze hadden wanhopig een andere drummer nodig omdat de huidige alleen maar bongo's kon spelen,Nederlands
Mensen blijven me zeggen "oranje" maar ik geef nog steeds de voorkeur aan "roze",Nederlands
Wacht even mijn kittens krabben aan de badkuip en ze zullen boos zijn door het gebrek aan koekjes,Nederlands
De tranen van een clown laten mijn lippenstift uitlopen maar mijn douchekapje is nog steeds intact,Nederlands
De handschoenen beschermen mijn voeten tegen overmatige arbeid,Nederlands
De mist was zo dicht dat zelfs een laser besloot dat het de moeite niet waard was,Nederlands
Hij was een introvert die extroverten leken te bewonderen,Nederlands
De golden retriever hield van het vuurwerk elke Vierde Juli,Nederlands
Ik wil een giraffe maar ik ben een schildpad die wafels eet,Nederlands
Henry kon niet beslissen of hij een automonteur of een priester was,Nederlands
100 jaar oud is zo’n jonge leeftijd als je een bristlecone-pijnboom bent,Nederlands
Toen hij haar naar haar favoriete nummer vroeg antwoordde ze zonder aarzelen dat het diamanten waren,Nederlands
Mijn grootste vreugde is het roosteren van amandelen terwijl ik op prooi jaag,Nederlands
Edith kon niet beslissen of ze haar tanden moest verven of haar nagels moest borstelen,Nederlands
Het was de eerste keer dat hij iemand zag koken op een olifant,Nederlands
Paars is de beste stad in het bos,Nederlands
Er is geen beter gevoel dan naar een muur staren met gesloten ogen,Nederlands
Ze kon niet begrijpen waarom niemand anders kon zien dat de lucht vol suikerspin zat,Nederlands
Hij besloot om al het zand op het strand te tellen als hobby,Nederlands
Het favoriete tijdverdrijf van mijn oom was het bouwen van auto’s van noedels,Nederlands
Het beste deel van het huwelijk is dierenvormige crackers met pindakaas,Nederlands
Er zijn meer dan 500 zeesterren in de badkamerlade,Nederlands
Ze beweerde dat het opruimen van je kast de sleutel was tot goed rijden,Nederlands
Babydoekjes zijn gemaakt van chocolade-stardust,Nederlands
Beste vrienden zijn als oude tomaten en veters,Nederlands
Sit-ups zijn een verschrikkelijke manier om je dag te eindigen,Nederlands
Cursief schrijven is de beste manier om een racebaan te bouwen,Nederlands
Wafels zijn altijd beter zonder vuurantilopen en vlooien,Nederlands
De vogel had de overtuiging dat hij eigenlijk een marmot was,Nederlands
Jenny maakte de aankondiging dat haar baby een alien was,Nederlands
Hij vond dat dineren op de brug romantiek bracht in zijn relatie met zijn kat,Nederlands
Ze wilde gered worden maar alleen als het dinsdag was en regende,Nederlands
Ze was het type meisje dat altijd suiker verbrandde om te laten zien dat ze om je gaf,Nederlands
Ik was beledigd door de suggestie dat mijn babybroer een juwelenrover was,Nederlands
Alleen omdat het water rood is betekent niet dat je het niet kunt drinken,Nederlands
Vandaag kocht ik een regenjas en droeg die op een zonnige dag,Nederlands
Iedereen doet alsof ze van tarwe houdt totdat je gerst noemt,Nederlands
Zet alsjeblieft deze oordopjes op want ik kan je niet horen,Nederlands
Dat is een aantrekkelijke schatkaart die ik niet kan lezen,Nederlands
Jerry hield ervan om naar schilderijen te kijken terwijl hij knoflookijs at,Nederlands
Ik heb altijd al naar Tadzjikistan willen gaan maar mijn kat zou me missen,Nederlands
Als je drie keer rond draait begin je je melancholisch te voelen,Nederlands
Ik woonde vroeger in de vijver van mijn buurman maar de esthetiek beviel me niet,Nederlands
Stel je zijn verrassing voor toen hij ontdekte dat de kluis vol pudding zat,Nederlands
Ik geniet alleen van etalageshoppen als de etalages transparant zijn,Nederlands
Hij was het enige lid van de club dat geen plumpudding lustte,Nederlands
Je moet nooit advies aannemen van iemand die denkt dat rode verf sneller droogt dan blauwe verf,Nederlands
Ik viste naar complimenten en ving per ongeluk een forel,Nederlands
Het is niet waar dat mijn matras van suikerspin is gemaakt,Nederlands
Ik kreeg een zware boete maar het heeft mijn geest niet gebroken,Nederlands
Meneer Montoya weet de weg naar de bakkerij ook al is hij er nog nooit geweest,Nederlands
Ik wist nooit hoe moeilijkheden eruit zagen totdat het begon te regenen met bowlingballen,Nederlands
Het is niet moeilijk om een handstand te doen als je gewoon op je handen staat,Nederlands
Aardbeien moeten het enige voedsel zijn dat niet goed samengaat met dit merk verf,Nederlands
Ik dacht altijd dat bliksem iets was dat alleen ik kon zien,Nederlands
We zijn voorzichtig met oranje pingpongballen omdat mensen zouden kunnen denken dat ze fruit zijn,Nederlands
Het ergste aan bovenaan de carrièreladder staan is dat er een lange weg naar beneden is,Nederlands
Neem altijd kaneelbroodjes mee op een diepzeeduikexpeditie,Nederlands
Er is geen reden waarom een hoelahoep ook geen circusring kan zijn,Nederlands
Het duurde te lang om te realiseren dat het plafond niet was geschilderd om op de lucht te lijken,Nederlands
Sarah rende weg van de seriemoordenaar met een kannetje melk,Nederlands
Gwen had haar beste slaap ooit op haar nieuwe bed van spijkers,Nederlands
Hij begreep nooit waarom wat wanneer en waar wie uitsloten,Nederlands
Douglas bedacht dat de beste manier om te slagen was door het tegenovergestelde te doen van wat hij zijn hele leven had gedaan,Nederlands
Patricia vond de betekenis van het leven in een kom Cheerios,Nederlands
Ik wil je laten weten dat ik meer dan vijftig romans heb geschreven,Nederlands
Dat moet wel de tiende keer zijn dat ik ben gearresteerd voor het verkopen van gefrituurde sigaren,Nederlands
Onbekend zijn met de hoofdopossum schaadde zijn vooruitzichten op promotie,Nederlands
Het zicht op zijn baard maakte dat ik wilde rennen en me verstoppen onder het bed van mijn schoonzus,Nederlands
Het meest opwindende eureka-moment dat ik heb gehad was toen ik besefte dat de instructies op voedselverpakkingen slechts richtlijnen waren,Nederlands
Het moet gemakkelijk zijn om misdaden te plegen als een slang omdat je je geen zorgen hoeft te maken over vingerafdrukken,Nederlands
Ik heb heel Afrika rondgereisd en heb nog steeds de gnu niet gevonden die mijn sjaal heeft gestolen,Nederlands
Op dat moment was ik de meest angstaanjagende wezel in de hele moeras,Nederlands
De chique gangster begon de dag graag met een roze sjaal,Nederlands
Ze werd alleen tot voorzitter van de samenleving gekozen omdat ze met haar tenen kon fluiten,Nederlands
Ten slotte,Nederlands
Het wisselen van donzen dekens naar katoenen dekbedden betekende altijd dat de eekhoorns waren teruggekeerd,Nederlands
Geschreven waarschuwingen in handleidingen zijn waardeloos omdat konijnen niet kunnen lezen,Nederlands
Blaffende honden en schreeuwende peuters hebben de unieke vaardigheid om vriendelijke buren in chagrijnige vijanden te veranderen,Nederlands
De verwarmingsmonteur gaf aan dat het verwarmingssysteem zich als een airconditioner gedroeg,Nederlands
Het water dat de rivier stroomde zag er niet zo krachtig uit vanuit de auto,Nederlands
Het brooddeeg herinnerde haar aan de buik van de kerstman,Nederlands
Roodkapje besloot vandaag oranje te dragen,Nederlands
De stank van de voederplaats drong door in de auto ondanks dat de airconditioning op gerecycled lucht stond,Nederlands
Joe ontdekte dat verkeerskegels uitstekende megafoons maken,Nederlands
Nancy besloot de porta-potty haar huis te maken,Nederlands
Acres aan amandelbomen langs de snelweg vulden de gekke rijomstandigheden aan,Nederlands
Ze besloten een boomgaard van suikerspin te planten,Nederlands
Tomaten zijn geweldige wapens wanneer waterballonnen niet beschikbaar zijn,Nederlands
De wervelwind weigerde te wervelen maar was meer dan bereid om te huppelen,Nederlands
Nancy dacht dat de beste manier om een welkom thuis te creëren was door het met prikkeldraad te omheinen,Nederlands
De ondergrondse bunker was gevuld met chips en snoep,Nederlands
De dode bomen wachtten om ontstoken te worden door de kleinste vonk en hun wraak te zoeken,Nederlands
De brug ging onder de snelweg door en in een geheim wereld,Nederlands
Zijn snel rijk worden plan was het kweken van een cactusboerderij,Nederlands
Siri raakte in de war toen we weigerden haar aanwijzingen te volgen,Nederlands
Met de waarschuwing voor hoge wind,Nederlands
Ze vond het vreemd dat mensen hun mobiele telefoons gebruiken om daadwerkelijk met elkaar te praten,Nederlands
Het waterpeil van het reservoir bleef dalen terwijl we genoten van onze lange douche,Nederlands
Peter vond wegverkeer een uitstekende manier om geld te besparen op het avondeten,Nederlands
Vuilnis bedekte het landschap zoals sprinkles een verjaardagstaart,Nederlands
De ijskar brengt slechte herinneringen voor ons allemaal terug,Nederlands
Karen geloofde dat alle verkeerswetten door iedereen moesten worden nageleefd behalve door haarzelf,Nederlands
Ze hadden de weg afgebouwd waarvan ze wisten dat niemand die ooit zou gebruiken,Nederlands
Bij confrontatie met een draaischijftelefoon was de tiener perplex,Nederlands
De gletsjer kwam tot leven toen de klimmers dichterbij kwamen,Nederlands
Normale activiteiten vereisten buitengewone concentratie op de hoge hoogte,Nederlands
De hitte,Nederlands
Keien langs de weg voorspelden wat er mogelijk zou komen,Nederlands
Het hek was in de war of het dingen binnen of buiten moest houden,Nederlands
Heimwee werd besmettelijk in het cabin van de jonge kampeerders,Nederlands
De eindeloze driftbuien van de peuter veroorzaakten angst op de hele vlucht,Nederlands
De manager van de fruitkraam zat altijd en verkocht alleen groenten,Nederlands
De havik begreep niet waarom de grondvlooien geen vrienden met hem wilden zijn,Nederlands
Jim vond het leuk om door de stad te rijden met zijn waarschuwingslichten aan,Nederlands
Mama begreep niet waarom niemand anders een jacuzzi vol jello wilde,Nederlands
In plaats van een vrijgezellenfeest,Nederlands
De opwinding van het gezin over een bezoek aan Disneyland was gekker dan ze had verwacht,Nederlands
De oude roestige landbouwmachines omringden het huis en voorspelden de ondergang,Nederlands
Haar geurkeuze was verse knoflook,Nederlands
Jason begreep niet waarom zijn ouders hem niet toestonden zijn zusje op de garage sale te verkopen,Nederlands
De vader gaf elk kind een routekaart aan het begin van de 2-daagse roadtrip en legde uit dat het was zodat ze hun weg naar huis konden vinden,Nederlands
Er werden meer campers gezien op de opslagplaats dan op de camping,Nederlands
Terwijl hij bungelde aan het touw diep in de spleet,Nederlands
Bij elke volle maan,Nederlands
De oudere buurtbewoners werden woedend over de coyotes die waren beschuldigd van de verdwijning van de poedel,Nederlands
De houten lepel kon niet snijden maar liet emotionele littekens achter,Nederlands
Kevin omarmde zijn vermogen om op de verkeerde plaats op het verkeerde moment te zijn,Nederlands
Ze ontdekte dat van life moeilijk is met 2 katten en een hond,Nederlands
Ondanks de vele complicaties en haar bijna-doodervaring,Nederlands
De tiener werd beschuldigd van het breken van zijn arm om de test te vermijden,Nederlands
De insect had een uitstekende dag totdat hij tegen de voorruit botste,Nederlands
Hij was alleen zakelijk toen hij zijn clownspak droeg,Nederlands
De miniatuurelephant werd de jaloersheid van de buurt,Nederlands
Het favoriete kerstcadeau van het kind was de grote doos waarin de grasmaaier van haar vader kwam,Nederlands
Flitsfotografie wordt het beste gebruikt in volledig zonlicht,Nederlands
De lama kon de limonade niet weerstaan,Nederlands
Ik oefende vroeger drie uur per dag met spaghetti weven maar stopte omdat ik niet alleen wilde sterven,Nederlands
Ik bedrog tijdens het dartstoernooi door een lange boog te gebruiken,Nederlands
Ik had een vriend op de middelbare school genaamd Rick Shaw maar hij was vrij nutteloos als transportmiddel,Nederlands
De ballonnen vlogen weg samen met al mijn hoop en dromen,Nederlands
Er waren veel schilderijen van apen die met bamboestokken zwaaiden in de galerij,Nederlands
De anaconda was de grootste criminele meesterbrein in dit deel van de buurt,Nederlands
Ze zeggen dat mensen belangrijke momenten in hun leven goed herinneren maar niemand herinnert zelfs hun eigen geboorte,Nederlands
Ik begon me zorgen te maken dat mijn huisdier-schildpad kon raden wat ik dacht,Nederlands
Ik droomde altijd van gestrand zijn op een woestijn eiland totdat het daadwerkelijk gebeurde,Nederlands
Het is belangrijk om te onthouden om op je hoede te zijn voor razende grizzlyberen,Nederlands
De makelaar markeerde snel zijn territorium op de dansvloer,Nederlands
Als je echt je oren spitst kun je net het geluid horen van niemand die zich er iets van aantrekt,Nederlands
Ik vind haar oprecht zo intimiderend als een mand met kittens,Nederlands
Het is nooit geruststellend om te weten dat je lot afhangt van iets zo onvoorspelbaars als het knappen van maïs,Nederlands
Ondanks wat je leraar je misschien heeft verteld is er een verkeerde manier om een lasso te gebruiken,Nederlands
Ik maakte mezelf een pindakaasbroodje omdat ik niet op groentekoekjes wilde overleven,Nederlands
Een goed voorbeeld van een nuttige groente is medicinale rabarber,Nederlands
Ik werd paranoïde dat de school van kwallen mij in de gaten hield,Nederlands
Het is altijd een goed idee om beschutting te zoeken tegen de boze blik van de zon,Nederlands
Ik weet dat veel kinderen om een pony vragen maar ik wilde een fiets met raketten erop,Nederlands
Om een ondoorgrondelijke reden beschouwde het responsteam het gebrek aan melk voor mijn ontbijtgranen niet als een echte noodsituatie,Nederlands
Na mezelf in groente-olie te hebben ondergedompeld ontdekte ik dat mijn slagingspercentage de lucht in schoot,Nederlands
De efficiëntie waarmee hij de sokken in de lade pareerde was behoorlijk bewonderenswaardig,Nederlands
Ik vertrouw alles wat in paarse inkt is geschreven,Nederlands
Ik ben geen feestbeest maar ik hou wel van dierenfeestjes,Nederlands
Ik heb nog nooit een mooiere brandyglas gezien gevuld met wijn,Nederlands
Alles ging zo goed totdat ik werd lastiggevallen door een paarse giraffe,Nederlands
Er is een groeiende trend onder tieners om frisbees als go-cart wielen te gebruiken,Nederlands
Je hebt geen recht om jezelf creatief te noemen totdat je naar een tuinschepje kijkt en denkt dat het een geweldig slotenmaker gereedschap zou zijn,Nederlands
Ik kan niet geloven dat dit de achtste keer is dat ik op dezelfde dag mijn spaarvarken kapot sla,Nederlands
Er is waarschijnlijk genoeg glas in mijn kast om een onderzeese aquarium te bouwen,Nederlands
Ik maak me zorgen over het feit dat mijn dochter de lokale tapijtwinkelier als rolmodel beschouwt,Nederlands
Mijn secretaresse is de enige persoon die mijn postzegel-verzameling obsessie echt begrijpt,Nederlands
Het is nooit mijn verantwoordelijkheid geweest om de donuts te glazuren,Nederlands
